,Citation,DOI,2.1 Flow Type.x,Task,2.1 Flow Type.y,2.2 Subtype.NEW,2.2 Subtype.x.OLD
373,"Pitman, 2020, BioScience",doi:10.1093/biosci/biaa015,Physical,,,Glacial melt and discharge,
374,"Pitman, 2020, BioScience",doi:10.1093/biosci/biaa015,Physical,,,Glacial melt and discharge,
375,"Pitman, 2020, BioScience",doi:10.1093/biosci/biaa015,Physical,,,Glacial melt and discharge,
376,"Pitman, 2020, BioScience",doi:10.1093/biosci/biaa015,Physical,,,Glacial melt and discharge,
377,"Pitman, 2020, BioScience",doi:10.1093/biosci/biaa015,Physical,,,Glacial melt and discharge,
378,"Pitman, 2020, BioScience",doi:10.1093/biosci/biaa015,Physical,,,Glacial melt and discharge,
379,"Pitman, 2020, BioScience",doi:10.1093/biosci/biaa015,Biotic,,Physical,range shifts,Glacial runoff
380,"Pitman, 2020, BioScience",doi:10.1093/biosci/biaa015,Biotic,,Biotic,range shifts,range Shifts
381,"Pitman, 2020, BioScience",doi:10.1093/biosci/biaa015,Biotic,,,range shifts,
382,"Pitman, 2020, BioScience",doi:10.1093/biosci/biaa015,Biotic,,,range shifts,
383,"Pitman, 2020, BioScience",doi:10.1093/biosci/biaa015,Biotic,,,range shifts,
384,"Pitman, 2020, BioScience",doi:10.1093/biosci/biaa015,Biotic,,,range shifts,
385,"Pitman, 2020, BioScience",doi:10.1093/biosci/biaa015,Biotic,,,range shifts,
386,"Pitman, 2020, BioScience",doi:10.1093/biosci/biaa015,Biotic,,,range shifts,
387,"Pitman, 2020, BioScience",doi:10.1093/biosci/biaa015,Biotic,,,range shifts,
388,"Robinne, 2020, Journal of Hydrology",https://doi.org/10.1016/j.jhydrol.2019.124360,Physical,RE-ASSIGNed- WILDFIRES IMPACTS ON STREAM TEMP,Physical,wildfire,River flow
389,"Robinne, 2020, Journal of Hydrology",https://doi.org/10.1016/j.jhydrol.2019.124360,Physical,RE-ASSIGNed- WILDFIRES IMPACTS ON STREAM TEMP,Physical,wildfire,Wildfires
390,"Robinne, 2020, Journal of Hydrology",https://doi.org/10.1016/j.jhydrol.2019.124360,Physical,RE-ASSIGNed- WILDFIRES IMPACTS ON STREAM TEMP,,wildfire,
391,"Robinne, 2020, Journal of Hydrology",https://doi.org/10.1016/j.jhydrol.2019.124360,Physical,RE-ASSIGNed- WILDFIRES IMPACTS ON STREAM TEMP,,wildfire,
392,"Robinne, 2020, Journal of Hydrology",https://doi.org/10.1016/j.jhydrol.2019.124360,Physical,RE-ASSIGNed- WILDFIRES IMPACTS ON STREAM TEMP,,wildfire,
393,"Robinne, 2020, Journal of Hydrology",https://doi.org/10.1016/j.jhydrol.2019.124360,Physical,RE-ASSIGNed- WILDFIRES IMPACTS ON STREAM TEMP,,wildfire,
394,"Robinne, 2020, Journal of Hydrology",https://doi.org/10.1016/j.jhydrol.2019.124360,Physical,RE-ASSIGNed- WILDFIRES IMPACTS ON STREAM TEMP,,wildfire,
395,"Robinne, 2020, Journal of Hydrology",https://doi.org/10.1016/j.jhydrol.2019.124360,Physical,RE-ASSIGNed- WILDFIRES IMPACTS ON STREAM TEMP,,wildfire,
396,"Robinne, 2020, Journal of Hydrology",https://doi.org/10.1016/j.jhydrol.2019.124360,Physical,RE-ASSIGNed- WILDFIRES IMPACTS ON STREAM TEMP,,wildfire,
397,"Robinne, 2020, Journal of Hydrology",https://doi.org/10.1016/j.jhydrol.2019.124360,Physical,,Physical,wildfire,River flow
398,"Robinne, 2020, Journal of Hydrology",https://doi.org/10.1016/j.jhydrol.2019.124360,Physical,,Physical,wildfire,Wildfires
399,"Robinne, 2020, Journal of Hydrology",https://doi.org/10.1016/j.jhydrol.2019.124360,Physical,,,wildfire,
400,"Robinne, 2020, Journal of Hydrology",https://doi.org/10.1016/j.jhydrol.2019.124360,Physical,,,wildfire,
401,"Robinne, 2020, Journal of Hydrology",https://doi.org/10.1016/j.jhydrol.2019.124360,Physical,,,wildfire,
402,"Robinne, 2020, Journal of Hydrology",https://doi.org/10.1016/j.jhydrol.2019.124360,Physical,,,wildfire,
403,"Robinne, 2020, Journal of Hydrology",https://doi.org/10.1016/j.jhydrol.2019.124360,Physical,,,wildfire,
404,"Robinne, 2020, Journal of Hydrology",https://doi.org/10.1016/j.jhydrol.2019.124360,Physical,,,wildfire,
405,"Robinne, 2020, Journal of Hydrology",https://doi.org/10.1016/j.jhydrol.2019.124360,Physical,,,wildfire,
406,"Sabater, 2023, Biological Reviews",doi: 10.1111/brv.12914,Physical,TRANSBOUNDARY TOO IMPLICIT?,Physical,Surface water quantity,river flow
407,"Sabater, 2023, Biological Reviews",doi: 10.1111/brv.12914,Physical,TRANSBOUNDARY TOO IMPLICIT?,,Surface water quantity,
408,"Sabater, 2023, Biological Reviews",doi: 10.1111/brv.12914,Physical,TRANSBOUNDARY TOO IMPLICIT?,,Surface water quantity,
409,"Sabater, 2023, Biological Reviews",doi: 10.1111/brv.12914,Physical,TRANSBOUNDARY TOO IMPLICIT?,,Surface water quantity,
410,"Sabater, 2023, Biological Reviews",doi: 10.1111/brv.12914,Physical,TRANSBOUNDARY TOO IMPLICIT?,,Surface water quantity,
411,"Sabater, 2023, Biological Reviews",doi: 10.1111/brv.12914,Physical,TRANSBOUNDARY TOO IMPLICIT?,,Surface water quantity,
412,"Sabater, 2023, Biological Reviews",doi: 10.1111/brv.12914,Physical,TRANSBOUNDARY TOO IMPLICIT?,,Surface water quantity,
413,"Sabater, 2023, Biological Reviews",doi: 10.1111/brv.12914,Physical,TRANSBOUNDARY TOO IMPLICIT?,,Surface water quantity,
414,"Sabater, 2023, Biological Reviews",doi: 10.1111/brv.12914,Physical,TRANSBOUNDARY TOO IMPLICIT?,,Surface water quantity,
415,"Scavia, 2002, Estuaries",10.1007/BF02691304,Physical,,Physical,nutrient flow,riverine discharge and nutrient loading
416,"Scavia, 2002, Estuaries",10.1007/BF02691304,Physical,,Physical,nutrient flow,ocean current
417,"Scavia, 2002, Estuaries",10.1007/BF02691304,Physical,,,nutrient flow,
418,"Scavia, 2002, Estuaries",10.1007/BF02691304,Physical,,,nutrient flow,
419,"Scavia, 2002, Estuaries",10.1007/BF02691304,Physical,,,nutrient flow,
420,"Scavia, 2002, Estuaries",10.1007/BF02691304,Physical,,,nutrient flow,
421,"Scavia, 2002, Estuaries",10.1007/BF02691304,Physical,,,nutrient flow,
422,"Scavia, 2002, Estuaries",10.1007/BF02691304,Physical,,,nutrient flow,
423,"Scavia, 2002, Estuaries",10.1007/BF02691304,Physical,,,nutrient flow,
424,"Scavia, 2002, Estuaries",10.1007/BF02691304,Physical,,Physical,ocean current,riverine discharge and nutrient loading
425,"Scavia, 2002, Estuaries",10.1007/BF02691304,Physical,,Physical,ocean current,ocean current
426,"Scavia, 2002, Estuaries",10.1007/BF02691304,Physical,,,ocean current,
427,"Scavia, 2002, Estuaries",10.1007/BF02691304,Physical,,,ocean current,
428,"Scavia, 2002, Estuaries",10.1007/BF02691304,Physical,,,ocean current,
429,"Scavia, 2002, Estuaries",10.1007/BF02691304,Physical,,,ocean current,
430,"Scavia, 2002, Estuaries",10.1007/BF02691304,Physical,,,ocean current,
431,"Scavia, 2002, Estuaries",10.1007/BF02691304,Physical,,,ocean current,
432,"Scavia, 2002, Estuaries",10.1007/BF02691304,Physical,,,ocean current,
433,"Schindler, 2006, Ambio",https://doi.org/10.1579/0044-7447(2006)35[160:CEOCWA]2.0.CO;2,Physical,,Physical,pollution flow,Hydrological flows
434,"Schindler, 2006, Ambio",https://doi.org/10.1579/0044-7447(2006)35[160:CEOCWA]2.0.CO;2,Physical,,Physical,pollution flow,Pollutant flow
435,"Schindler, 2006, Ambio",https://doi.org/10.1579/0044-7447(2006)35[160:CEOCWA]2.0.CO;2,Physical,,,pollution flow,
436,"Schindler, 2006, Ambio",https://doi.org/10.1579/0044-7447(2006)35[160:CEOCWA]2.0.CO;2,Physical,,,pollution flow,
437,"Schindler, 2006, Ambio",https://doi.org/10.1579/0044-7447(2006)35[160:CEOCWA]2.0.CO;2,Physical,,,pollution flow,
438,"Schindler, 2006, Ambio",https://doi.org/10.1579/0044-7447(2006)35[160:CEOCWA]2.0.CO;2,Physical,,,pollution flow,
439,"Schindler, 2006, Ambio",https://doi.org/10.1579/0044-7447(2006)35[160:CEOCWA]2.0.CO;2,Physical,,,pollution flow,
440,"Schindler, 2006, Ambio",https://doi.org/10.1579/0044-7447(2006)35[160:CEOCWA]2.0.CO;2,Physical,,,pollution flow,
441,"Schindler, 2006, Ambio",https://doi.org/10.1579/0044-7447(2006)35[160:CEOCWA]2.0.CO;2,Physical,,,pollution flow,
442,"Schindler, 2006, Ambio",https://doi.org/10.1579/0044-7447(2006)35[160:CEOCWA]2.0.CO;2,Physical,,Physical,Surface water quantity,Hydrological flows
443,"Schindler, 2006, Ambio",https://doi.org/10.1579/0044-7447(2006)35[160:CEOCWA]2.0.CO;2,Physical,,Physical,Surface water quantity,Pollutant flow
444,"Schindler, 2006, Ambio",https://doi.org/10.1579/0044-7447(2006)35[160:CEOCWA]2.0.CO;2,Physical,,,Surface water quantity,
445,"Schindler, 2006, Ambio",https://doi.org/10.1579/0044-7447(2006)35[160:CEOCWA]2.0.CO;2,Physical,,,Surface water quantity,
446,"Schindler, 2006, Ambio",https://doi.org/10.1579/0044-7447(2006)35[160:CEOCWA]2.0.CO;2,Physical,,,Surface water quantity,
447,"Schindler, 2006, Ambio",https://doi.org/10.1579/0044-7447(2006)35[160:CEOCWA]2.0.CO;2,Physical,,,Surface water quantity,
448,"Schindler, 2006, Ambio",https://doi.org/10.1579/0044-7447(2006)35[160:CEOCWA]2.0.CO;2,Physical,,,Surface water quantity,
449,"Schindler, 2006, Ambio",https://doi.org/10.1579/0044-7447(2006)35[160:CEOCWA]2.0.CO;2,Physical,,,Surface water quantity,
450,"Schindler, 2006, Ambio",https://doi.org/10.1579/0044-7447(2006)35[160:CEOCWA]2.0.CO;2,Physical,,,Surface water quantity,
451,"Shanley, C. S., 2015, Climatic Change","10.1007/s10584-015-1355-9	",Physical,,Physical,nutrient flow,nutrient flow
452,"Shanley, C. S., 2015, Climatic Change","10.1007/s10584-015-1355-9	",Physical,,Physical,nutrient flow,river flow
453,"Shanley, C. S., 2015, Climatic Change","10.1007/s10584-015-1355-9	",Physical,,Physical,nutrient flow,snow and ice
454,"Shanley, C. S., 2015, Climatic Change","10.1007/s10584-015-1355-9	",Physical,,,nutrient flow,
455,"Shanley, C. S., 2015, Climatic Change","10.1007/s10584-015-1355-9	",Physical,,,nutrient flow,
456,"Shanley, C. S., 2015, Climatic Change","10.1007/s10584-015-1355-9	",Physical,,,nutrient flow,
457,"Shanley, C. S., 2015, Climatic Change","10.1007/s10584-015-1355-9	",Physical,,,nutrient flow,
458,"Shanley, C. S., 2015, Climatic Change","10.1007/s10584-015-1355-9	",Physical,,,nutrient flow,
459,"Shanley, C. S., 2015, Climatic Change","10.1007/s10584-015-1355-9	",Physical,,,nutrient flow,
460,"Shanley, C. S., 2015, Climatic Change","10.1007/s10584-015-1355-9	",Physical,ok this is the glacial part of ID 39,Physical,Glacial melt and discharge,nutrient flow
461,"Shanley, C. S., 2015, Climatic Change","10.1007/s10584-015-1355-9	",Physical,ok this is the glacial part of ID 39,Physical,Glacial melt and discharge,river flow
462,"Shanley, C. S., 2015, Climatic Change","10.1007/s10584-015-1355-9	",Physical,ok this is the glacial part of ID 39,Physical,Glacial melt and discharge,snow and ice
463,"Shanley, C. S., 2015, Climatic Change","10.1007/s10584-015-1355-9	",Physical,ok this is the glacial part of ID 39,,Glacial melt and discharge,
464,"Shanley, C. S., 2015, Climatic Change","10.1007/s10584-015-1355-9	",Physical,ok this is the glacial part of ID 39,,Glacial melt and discharge,
465,"Shanley, C. S., 2015, Climatic Change","10.1007/s10584-015-1355-9	",Physical,ok this is the glacial part of ID 39,,Glacial melt and discharge,
466,"Shanley, C. S., 2015, Climatic Change","10.1007/s10584-015-1355-9	",Physical,ok this is the glacial part of ID 39,,Glacial melt and discharge,
467,"Shanley, C. S., 2015, Climatic Change","10.1007/s10584-015-1355-9	",Physical,ok this is the glacial part of ID 39,,Glacial melt and discharge,
468,"Shanley, C. S., 2015, Climatic Change","10.1007/s10584-015-1355-9	",Physical,ok this is the glacial part of ID 39,,Glacial melt and discharge,
469,"Shanley, C. S., 2015, Climatic Change","10.1007/s10584-015-1355-9	",Physical,"checked - laura  - both snow melt run off and glacial discharge ...,multiple entries",Physical,snow melt runoff,nutrient flow
470,"Shanley, C. S., 2015, Climatic Change","10.1007/s10584-015-1355-9	",Physical,"checked - laura  - both snow melt run off and glacial discharge ...,multiple entries",Physical,snow melt runoff,river flow
471,"Shanley, C. S., 2015, Climatic Change","10.1007/s10584-015-1355-9	",Physical,"checked - laura  - both snow melt run off and glacial discharge ...,multiple entries",Physical,snow melt runoff,snow and ice
472,"Shanley, C. S., 2015, Climatic Change","10.1007/s10584-015-1355-9	",Physical,"checked - laura  - both snow melt run off and glacial discharge ...,multiple entries",,snow melt runoff,
473,"Shanley, C. S., 2015, Climatic Change","10.1007/s10584-015-1355-9	",Physical,"checked - laura  - both snow melt run off and glacial discharge ...,multiple entries",,snow melt runoff,
474,"Shanley, C. S., 2015, Climatic Change","10.1007/s10584-015-1355-9	",Physical,"checked - laura  - both snow melt run off and glacial discharge ...,multiple entries",,snow melt runoff,
475,"Shanley, C. S., 2015, Climatic Change","10.1007/s10584-015-1355-9	",Physical,"checked - laura  - both snow melt run off and glacial discharge ...,multiple entries",,snow melt runoff,
476,"Shanley, C. S., 2015, Climatic Change","10.1007/s10584-015-1355-9	",Physical,"checked - laura  - both snow melt run off and glacial discharge ...,multiple entries",,snow melt runoff,
477,"Shanley, C. S., 2015, Climatic Change","10.1007/s10584-015-1355-9	",Physical,"checked - laura  - both snow melt run off and glacial discharge ...,multiple entries",,snow melt runoff,
478,"Sivakumar, B.; 2011; Hydrological Sciences Journal","10.1080/02626667.2011.580747	",Physical,NOT A STRONG LINK TO BIODIVERSITY,Physical,freshwater quantities in transboundary rivers/watersheds/groundwater aquifers,freshwater quantities in transboundary rivers/watersheds/groundwater aquifers
479,"Sivakumar, B.; 2011; Hydrological Sciences Journal","10.1080/02626667.2011.580747	",Physical,NOT A STRONG LINK TO BIODIVERSITY,Sociocultural,freshwater quantities in transboundary rivers/watersheds/groundwater aquifers,transboundary water governance (often international)
480,"Sivakumar, B.; 2011; Hydrological Sciences Journal","10.1080/02626667.2011.580747	",Physical,NOT A STRONG LINK TO BIODIVERSITY,,freshwater quantities in transboundary rivers/watersheds/groundwater aquifers,
481,"Sivakumar, B.; 2011; Hydrological Sciences Journal","10.1080/02626667.2011.580747	",Physical,NOT A STRONG LINK TO BIODIVERSITY,,freshwater quantities in transboundary rivers/watersheds/groundwater aquifers,
482,"Sivakumar, B.; 2011; Hydrological Sciences Journal","10.1080/02626667.2011.580747	",Physical,NOT A STRONG LINK TO BIODIVERSITY,,freshwater quantities in transboundary rivers/watersheds/groundwater aquifers,
483,"Sivakumar, B.; 2011; Hydrological Sciences Journal","10.1080/02626667.2011.580747	",Physical,NOT A STRONG LINK TO BIODIVERSITY,,freshwater quantities in transboundary rivers/watersheds/groundwater aquifers,
484,"Sivakumar, B.; 2011; Hydrological Sciences Journal","10.1080/02626667.2011.580747	",Physical,NOT A STRONG LINK TO BIODIVERSITY,,freshwater quantities in transboundary rivers/watersheds/groundwater aquifers,
485,"Sivakumar, B.; 2011; Hydrological Sciences Journal","10.1080/02626667.2011.580747	",Physical,NOT A STRONG LINK TO BIODIVERSITY,,freshwater quantities in transboundary rivers/watersheds/groundwater aquifers,
486,"Sivakumar, B.; 2011; Hydrological Sciences Journal","10.1080/02626667.2011.580747	",Physical,NOT A STRONG LINK TO BIODIVERSITY,,freshwater quantities in transboundary rivers/watersheds/groundwater aquifers,
487,"Sivakumar, B.; 2011; Hydrological Sciences Journal","10.1080/02626667.2011.580747	",Sociocultural,,Physical,transboundary water governance (often international),freshwater quantities in transboundary rivers/watersheds/groundwater aquifers
488,"Sivakumar, B.; 2011; Hydrological Sciences Journal","10.1080/02626667.2011.580747	",Sociocultural,,Sociocultural,transboundary water governance (often international),transboundary water governance (often international)
489,"Sivakumar, B.; 2011; Hydrological Sciences Journal","10.1080/02626667.2011.580747	",Sociocultural,,,transboundary water governance (often international),
490,"Sivakumar, B.; 2011; Hydrological Sciences Journal","10.1080/02626667.2011.580747	",Sociocultural,,,transboundary water governance (often international),
491,"Sivakumar, B.; 2011; Hydrological Sciences Journal","10.1080/02626667.2011.580747	",Sociocultural,,,transboundary water governance (often international),
492,"Sivakumar, B.; 2011; Hydrological Sciences Journal","10.1080/02626667.2011.580747	",Sociocultural,,,transboundary water governance (often international),
493,"Sivakumar, B.; 2011; Hydrological Sciences Journal","10.1080/02626667.2011.580747	",Sociocultural,,,transboundary water governance (often international),
494,"Sivakumar, B.; 2011; Hydrological Sciences Journal","10.1080/02626667.2011.580747	",Sociocultural,,,transboundary water governance (often international),
495,"Sivakumar, B.; 2011; Hydrological Sciences Journal","10.1080/02626667.2011.580747	",Sociocultural,,,transboundary water governance (often international),
496,"Sudlow et al., 2023, Environmental Reviews","10.1139/er-2022-0114	",Physical,,"Physical, Biotic",stream flow,stream flow
497,"Sudlow et al., 2023, Environmental Reviews","10.1139/er-2022-0114	",Physical,,,stream flow,
498,"Sudlow et al., 2023, Environmental Reviews","10.1139/er-2022-0114	",Physical,,,stream flow,
499,"Sudlow et al., 2023, Environmental Reviews","10.1139/er-2022-0114	",Physical,,,stream flow,
500,"Sudlow et al., 2023, Environmental Reviews","10.1139/er-2022-0114	",Physical,,,stream flow,
501,"Sudlow et al., 2023, Environmental Reviews","10.1139/er-2022-0114	",Physical,,,stream flow,
502,"Sudlow et al., 2023, Environmental Reviews","10.1139/er-2022-0114	",Physical,,,stream flow,
503,"Sudlow et al., 2023, Environmental Reviews","10.1139/er-2022-0114	",Physical,,,stream flow,
504,"Sudlow et al., 2023, Environmental Reviews","10.1139/er-2022-0114	",Physical,,,stream flow,
505,"Vaddey, 2010, Watershed Management",https://doi.org/10.1061/41143(394)9,Physical,REMOVE - NO LINK TO BIODIVERSITY,Physical,,River Flow
506,"Vaddey, 2010, Watershed Management",https://doi.org/10.1061/41143(394)9,Physical,REMOVE - NO LINK TO BIODIVERSITY,,,
507,"Vaddey, 2010, Watershed Management",https://doi.org/10.1061/41143(394)9,Physical,REMOVE - NO LINK TO BIODIVERSITY,,,
508,"Vaddey, 2010, Watershed Management",https://doi.org/10.1061/41143(394)9,Physical,REMOVE - NO LINK TO BIODIVERSITY,,,
509,"Vaddey, 2010, Watershed Management",https://doi.org/10.1061/41143(394)9,Physical,REMOVE - NO LINK TO BIODIVERSITY,,,
510,"Vaddey, 2010, Watershed Management",https://doi.org/10.1061/41143(394)9,Physical,REMOVE - NO LINK TO BIODIVERSITY,,,
511,"Vaddey, 2010, Watershed Management",https://doi.org/10.1061/41143(394)9,Physical,REMOVE - NO LINK TO BIODIVERSITY,,,
512,"Vaddey, 2010, Watershed Management",https://doi.org/10.1061/41143(394)9,Physical,REMOVE - NO LINK TO BIODIVERSITY,,,
513,"Vaddey, 2010, Watershed Management",https://doi.org/10.1061/41143(394)9,Physical,REMOVE - NO LINK TO BIODIVERSITY,,,
514,"Weber, 1997, Environmental Reviews","http://dx.doi.org/10.1139/a97-008	",Physical,,Physical,wildfire,Fire
515,"Weber, 1997, Environmental Reviews","http://dx.doi.org/10.1139/a97-008	",Physical,,Biotic,wildfire,Range shift
516,"Weber, 1997, Environmental Reviews","http://dx.doi.org/10.1139/a97-008	",Physical,,,wildfire,
517,"Weber, 1997, Environmental Reviews","http://dx.doi.org/10.1139/a97-008	",Physical,,,wildfire,
518,"Weber, 1997, Environmental Reviews","http://dx.doi.org/10.1139/a97-008	",Physical,,,wildfire,
519,"Weber, 1997, Environmental Reviews","http://dx.doi.org/10.1139/a97-008	",Physical,,,wildfire,
520,"Weber, 1997, Environmental Reviews","http://dx.doi.org/10.1139/a97-008	",Physical,,,wildfire,
521,"Weber, 1997, Environmental Reviews","http://dx.doi.org/10.1139/a97-008	",Physical,,,wildfire,
522,"Weber, 1997, Environmental Reviews","http://dx.doi.org/10.1139/a97-008	",Physical,,,wildfire,
523,"Weber, 1997, Environmental Reviews","http://dx.doi.org/10.1139/a97-008	",Biotic,,Physical,Range shift,Fire
524,"Weber, 1997, Environmental Reviews","http://dx.doi.org/10.1139/a97-008	",Biotic,,Biotic,Range shift,Range shift
525,"Weber, 1997, Environmental Reviews","http://dx.doi.org/10.1139/a97-008	",Biotic,,,Range shift,
526,"Weber, 1997, Environmental Reviews","http://dx.doi.org/10.1139/a97-008	",Biotic,,,Range shift,
527,"Weber, 1997, Environmental Reviews","http://dx.doi.org/10.1139/a97-008	",Biotic,,,Range shift,
528,"Weber, 1997, Environmental Reviews","http://dx.doi.org/10.1139/a97-008	",Biotic,,,Range shift,
529,"Weber, 1997, Environmental Reviews","http://dx.doi.org/10.1139/a97-008	",Biotic,,,Range shift,
530,"Weber, 1997, Environmental Reviews","http://dx.doi.org/10.1139/a97-008	",Biotic,,,Range shift,
531,"Weber, 1997, Environmental Reviews","http://dx.doi.org/10.1139/a97-008	",Biotic,,,Range shift,
532,"Wu et al., 2022, Reviews of the Environmental Contamination and Toxicology",https://doi.org/10.1007/s44169-022-00016-8,Physical,,Physical,pollution flow,Mercury pollution
533,"Wu et al., 2022, Reviews of the Environmental Contamination and Toxicology",https://doi.org/10.1007/s44169-022-00016-8,Physical,,,pollution flow,
534,"Wu et al., 2022, Reviews of the Environmental Contamination and Toxicology",https://doi.org/10.1007/s44169-022-00016-8,Physical,,,pollution flow,
535,"Wu et al., 2022, Reviews of the Environmental Contamination and Toxicology",https://doi.org/10.1007/s44169-022-00016-8,Physical,,,pollution flow,
536,"Wu et al., 2022, Reviews of the Environmental Contamination and Toxicology",https://doi.org/10.1007/s44169-022-00016-8,Physical,,,pollution flow,
537,"Wu et al., 2022, Reviews of the Environmental Contamination and Toxicology",https://doi.org/10.1007/s44169-022-00016-8,Physical,,,pollution flow,
538,"Wu et al., 2022, Reviews of the Environmental Contamination and Toxicology",https://doi.org/10.1007/s44169-022-00016-8,Physical,,,pollution flow,
539,"Wu et al., 2022, Reviews of the Environmental Contamination and Toxicology",https://doi.org/10.1007/s44169-022-00016-8,Physical,,,pollution flow,
540,"Wu et al., 2022, Reviews of the Environmental Contamination and Toxicology",https://doi.org/10.1007/s44169-022-00016-8,Physical,,,pollution flow,
541,"Zak et al., 2020, Earth-Science Reviews",https://doi.org/10.1016/j.earscirev.2020.103446,Physical,,Physical,pollution flow,sulfate pollution
542,"Zak et al., 2020, Earth-Science Reviews",https://doi.org/10.1016/j.earscirev.2020.103446,Physical,,,pollution flow,
543,"Zak et al., 2020, Earth-Science Reviews",https://doi.org/10.1016/j.earscirev.2020.103446,Physical,,,pollution flow,
544,"Zak et al., 2020, Earth-Science Reviews",https://doi.org/10.1016/j.earscirev.2020.103446,Physical,,,pollution flow,
545,"Zak et al., 2020, Earth-Science Reviews",https://doi.org/10.1016/j.earscirev.2020.103446,Physical,,,pollution flow,
546,"Zak et al., 2020, Earth-Science Reviews",https://doi.org/10.1016/j.earscirev.2020.103446,Physical,,,pollution flow,
547,"Zak et al., 2020, Earth-Science Reviews",https://doi.org/10.1016/j.earscirev.2020.103446,Physical,,,pollution flow,
548,"Zak et al., 2020, Earth-Science Reviews",https://doi.org/10.1016/j.earscirev.2020.103446,Physical,,,pollution flow,
549,"Zak et al., 2020, Earth-Science Reviews",https://doi.org/10.1016/j.earscirev.2020.103446,Physical,,,pollution flow,
550,"de la Fontaine,  2018, Ecology",10.1002/ecy.2382,Physical,split?,"Physical, Biotic",Glacial retreat,Glacial retreat;; range shift
551,"de la Fontaine,  2018, Ecology",10.1002/ecy.2382,Physical,split?,,Glacial retreat,
552,"de la Fontaine,  2018, Ecology",10.1002/ecy.2382,Physical,split?,,Glacial retreat,
553,"de la Fontaine,  2018, Ecology",10.1002/ecy.2382,Physical,split?,,Glacial retreat,
554,"de la Fontaine,  2018, Ecology",10.1002/ecy.2382,Physical,split?,,Glacial retreat,
555,"de la Fontaine,  2018, Ecology",10.1002/ecy.2382,Physical,split?,,Glacial retreat,
556,"de la Fontaine,  2018, Ecology",10.1002/ecy.2382,Physical,split?,,Glacial retreat,
557,"de la Fontaine,  2018, Ecology",10.1002/ecy.2382,Physical,split?,,Glacial retreat,
558,"de la Fontaine,  2018, Ecology",10.1002/ecy.2382,Physical,split?,,Glacial retreat,
559,"de la Fontaine,  2018, Ecology",10.1002/ecy.2382,Biotic,split?,"Physical, Biotic",Range shift,Glacial retreat;; range shift
560,"de la Fontaine,  2018, Ecology",10.1002/ecy.2382,Biotic,split?,,Range shift,
561,"de la Fontaine,  2018, Ecology",10.1002/ecy.2382,Biotic,split?,,Range shift,
562,"de la Fontaine,  2018, Ecology",10.1002/ecy.2382,Biotic,split?,,Range shift,
563,"de la Fontaine,  2018, Ecology",10.1002/ecy.2382,Biotic,split?,,Range shift,
564,"de la Fontaine,  2018, Ecology",10.1002/ecy.2382,Biotic,split?,,Range shift,
565,"de la Fontaine,  2018, Ecology",10.1002/ecy.2382,Biotic,split?,,Range shift,
566,"de la Fontaine,  2018, Ecology",10.1002/ecy.2382,Biotic,split?,,Range shift,
567,"de la Fontaine,  2018, Ecology",10.1002/ecy.2382,Biotic,split?,,Range shift,
